airline_sentiment,text
neutral,@USAirways What's the contact number for the corporate baggage office in Phoenix?
neutral,@SouthwestAir still planing on flights into Dal? We are trying to fly in tomorrow from lax
neutral,@USAirways Is $99 companion ticket benefit of Premier World MasterCard still limited to USAirways flights or do AA now qualify as well?
neutral,@JetBlue's CEO battles to appease passengers and Wall Street - Waterbury Republican American http://t.co/Xf9MPnAaJE
neutral,@JetBlue Thanks! I just sent a few DMs.
neutral,@united how are conditions in BOS today? I'm in UA994. Everything appears to be in time but I wanted to check.
neutral,"@VirginAmerica CEO says #Southwest &amp; #jetblue have strayed from low cost model.
http://t.co/96Sctomh29"
neutral,RT “@JetBlue: Our fleet's on fleek. http://t.co/FRAqDPKyga” @hellobrittNEY_
neutral,@AmericanAir Good morning!  Wondering why my pre-TSA check was not on my boarding pass this morning??
neutral,@united need help. Never got tickets. Conf #ggqzqd
neutral,@USAirways I was supposed to be on flight 1861 from Charlotte to RDU @ 8:20pm yesterday. Is the same flight scheduled for departure tonight?
neutral,@united any updates with the DOT looking at the united fares from London to the US from last week?
neutral,"@VirginAmerica announces new nonstop connecting @AUStinAirport &amp; @DallasLoveField, $39 intro: http://t.co/qXnOaQtYN8 http://t.co/JK7qmdfqgf"
neutral,"@AmericanAir already did- reply was ""sorry. we believe this to be fair."" as a journalist writing an article on my trip i will include this"
neutral,@united aisle please
neutral,@AmericanAir why is it from June 1 thru December 31 there are no bus/first milesaaver awards available from cun to nyc? #Explain #whyfly
neutral,http://t.co/EIw2sYb8Fu roberts&amp;s=1 @AmericanAir
neutral,"@USAirways I left my personal stuff on US4551 from PHL-BOS about an hour ago. Went baggage, was told plane left to call 800#"
neutral,@SouthwestAir sent
neutral,@AmericanAir and is there a delay on our connection to pns?
neutral,@VirginAmerica @madbee95 check the website before you go to the airport!
neutral,@SouthwestAir : Hello..are flights taking off from @DallasLoveField airport this noon. Am supposed to travel on flight 376 to San antonio
neutral,@AmericanAir Please follow me.
neutral,@united This link in your tweet goes to someone's internal email -&gt; http://t.co/ZksX79itdN...... Probably one of your 3rd party IT contracts
neutral,@VirginAmerica morning. If I have a question regarding elevate points &amp; flights can I DM you?
neutral,"@southwestair *any site*?   gmail, facebook, etc."
neutral,At the airport ready to get this @JetBlue red eye going.... Soooooo sleepy.  #NoPlaceLikeHome #eventhoughits2degreesathome
neutral,@SouthwestAir IM NOT THO 😭😭💔💔💔💔💔💔💔
neutral,@SouthwestAir An Oscar-worthy entrance into LA. http://t.co/10tmtHVFDC
neutral,@SouthwestAir @TheEllenShow @Imaginedragons this job interferes w/Ellen Show &amp; concerts! will alway treasure my @LiveAtFirefly experience!
neutral,@SouthwestAir I will tell marry a lamp if you give me tickets to the Vegas show please I am desperate
neutral,"@AmericanAir My friend needs some help on her flt (she's not on Twiiter), can I DM you her info?"
neutral,@AmericanAir Any way that we could look at other options for today?
neutral,@SouthwestAir Thank you.
neutral,@JetBlue is there wifi on he plain
neutral,@JetBlue Hopefully next time! Can I send you my future itineraries so the next one can be planned when I'm there? 😂😂
neutral,"@united speaking of my flight, skateboards are allowed as carry on bagage right? No extra payment needed?"
neutral,@SouthwestAir @love_dragonss LAUREN HoLY SHT
neutral,@USAirways Bag policy says stroller OR car seat.  We need to bring 2 car seats and 1 stroller.  Should I just call for details?
neutral,@JetBlue's CEO Battles to Appease Passengers and Wall Street - http://t.co/frrfxCCw7Z http://t.co/nKlW9SsVRQ
neutral,@JetBlue do bags still fly free or have you started charging? thanks!
neutral,@JetBlue Has D.C. Thinking About Summer With New Nantucket Service - Digital Journal http://t.co/urcyfcp2Lx
neutral,BLOCK ME BIKE RT @JetBlue: Our fleet's on fleek. http://t.co/2z3hGqPRSG
neutral,"@VirginAmerica it’s just a bug report, guys"
neutral,@united is flight 587 from DFW to ORD currently on-time? I see an advisory that DFW may be affected by weather
neutral,@USAirways can I bring a copy or photo of my baby's birth certificate for the flight? I feel uncomfortable traveling with the real thing.
neutral,@SouthwestAir will do - if you follow back I can DM that info
neutral,"@JetBlue plans to offer direct flights from #JFK to #DaytonaBeach, #Florida starting next #February.… http://t.co/oYLlRZQU5m"
neutral,@united How can I verify if wheelchair assistance has been requested for my next flight?
neutral,"@AmericanAir I can DM it to you, if you follow me"
neutral,@JetBlue Now ur asking for the heavy guns! You know #IWouldDoAnythingForLove https://t.co/Yx1DQJn8nL #BrandMance #LoveSongFriday
neutral,@usairways I don't think the US site allows that (unlike http://t.co/etfjqIwUvt). Can I use a US credit if I held on http://t.co/etfjqIwUvt?
neutral,@JetBlue any idea when the flight will actually take off?
neutral,“@JetBlue: Our fleet's on fleek. http://t.co/Hez4jk4ZsK” ~huh?
neutral,@JetBlue @pilyoc dont talk about my friend @JetBlue like that. #thefutureisweird
neutral,@USAirways @AmericanAir when is US Air switching to AA iOS app? AA app is much better.
neutral,@SouthwestAir retiring with my hubby and it's our 25th wedding anniversary this year! Companion pass please!!
neutral,"@JetBlue I hear you and safety is #1! I think we can get to JFK though now so let's help the pilots, passengers &amp; crew get there safely!"
neutral,@united is there a referral program for the Milageplus explorer card?
neutral,@SouthwestAir Any chance there's a few seats open from DEN to DAL this afternoon?
neutral,@USAirways Look into better service.
neutral,"@VirginAmerica I just did, how can I DM? Do u have to also add me?"
neutral,@AmericanAir Why did  AA973 return to JFK? Thanks :)
neutral,@united instead of Bourbon street how about #quiet #planes #SaveTheDiagonals
neutral,@JetBlue do you have direct flights to and from Bos to St Lucia or Antigua?
neutral,@SouthwestAir can take u to Midway-Chicago March 8th-April 6th. Can't make it then? @AmericanAir can get u to @fly2ohare year round. #FlyPBI
neutral,"@jetblue captain ""takes as lot of muscles to frown but JUST A FEW TO SMILE. Y'all ready to go flyin?"" I mean... Now I am!"
neutral,@united have all 747-400s been updated with power outlets and seat-back TVs yet? Flying ORD to Tokyo-Narita on the 28th
neutral,@VirginAmerica @ladygaga @carrieunderwood All were entertaining
neutral,@united @estellevw does she need to complain on Twitter for the refund or is it auto-applied?
neutral,"@JetBlue quick question, to pay for a second bag, do I have to do it online or can I do it at the airport?"
neutral,@JetBlue Hey guys do you have a tail number assigned yet to flight 1373 for tomorrow?
neutral,@SouthwestAir is hiring for their Emerging Leader Development Program- Last day to apply is TODAY! Apply here: http://t.co/jLHM0x7UkB
neutral,@SouthwestAir I'm flying out of CUN tomorrow To DEN - can I change my flight due to the travel advisory??
neutral,@AmericanAir flight 1041 is the first flight.
neutral,@SouthwestAir I am just wondering when are you going to open up fares for November?
neutral,"@AmericanAir @RobertDwyer AA doesnt charge any fees to change award tickets as long as the origin, destination &amp; award type remains the same"
neutral,@AmericanAir Group Cancelled Flights close to a thousand #flights Monday http://t.co/v1RADYKEP2
neutral,"@SouthwestAir unfortunately no, it's my lack of status that's the big problem. My company policy forces me to buy the cheapest tickets"
neutral,@united Did you get your 757 Model?
neutral,"@USAirways well, depending on the policy will make the determination as to which airline is selected to travel."
neutral,@united This is NOT a local UNITED number for Malaysia   0011 800-55558000. What is your local United Airlines here in Kuala Lumpur ( KUL )?
neutral,“@JetBlue: Our fleet's on fleek. http://t.co/cRFrwpc1Sx”😂😂😂
neutral,"@SouthwestAir left behind iPad Air on flight 505 from Bradley to BWI, plane had already left by the time I realized. Can you possibly help?"
neutral,@JetBlue Sent.
neutral,@JetBlue I think I have it selected already ☺️
neutral,@USAirways oh they saw it and said nothing.
neutral,@USAirways Mobile boarding pass email.
neutral,@Jetblue I'm so sorry I cheated on you with @Delta @DeltaAssist. Please take me back. I wore protection.
neutral,@JetBlue any way to get 2 ppl on standby list for flight 1970 FLL to BOS. Trying to find way home.
neutral,@united Phone
neutral,@JetBlue I did.... Would be nice to see more services out of @triflight instead of having to drive 3-4 hrs to like charlotte or atlanta
neutral,Bruh “@VirginAmerica: @giannilee Turn down for what. #VXSafetyDance”
neutral,@united hi I left my asus tablet on flight to Heathrow from Newark on 16th feb and wondered how long it takes for someone to check if found?
neutral,@VirginAmerica pilot says we expect a choppy landing in NYC due to some gusty winds w/a temperature of about 5 degrees &amp; w/the windchill -8
neutral,@united please reroute Oregon Women's Tennis to Santa Barbara. There's supposedly another connection from LA.
neutral,"@united yes, you can. I will DM."
neutral,"@united thanks! It's 35K miles from RTB to Europe, to do a multiple destination so we could stop over in US on way/way back- mileage diff?"
neutral,“@JetBlue: @dlewis2412 Sorry! Please ask Inflght if there is an open seat you can move to.” Will do!
neutral,"@AmericanAir Hi guys, can you tell me what the emergency is for #AA65 diverting to #Heathrow from Zurich-New York? Thanks, John."
neutral,"@JetBlue I have a internal bleed in my foot, and I am flying next Tuesday, what should I. Do :( these. Leeds come randomly. I"
neutral,"@USAirways @AmericanAir no, don't leave me!!!"
neutral,@virginamerica spruce moose!
neutral,@SouthwestAir @karajusto SWA is willing to follow up. FINALLY.
neutral,"@JetBlue since high likelihood of snow at time of flight tomorrow, any chance I can rebook for Sunday?"
neutral,@AmericanAir I did
neutral,"@VirginAmerica @VirginAtlantic @GMA @AmericanAir 
Can You Help #ourprincess in need of some help in #USA 
🎀🇬🇧🎀🇺🇸🎀 http://t.co/778AzTDaer"
neutral,@united no thanks
neutral,@USAirways Any update on the computer outtage affecting flights? Is this national or just Northeast? ETA on resolution?
neutral,@JetBlue I do follow you!
neutral,@JetBlue should I be nervous about a Sunday AM flight Baltimore to Boston? Any suggestions on what I can do? Need to be in Boston by Monday.
neutral,@USAirways can you help me reroute my trip?
neutral,@SouthwestAir I have been on hold for over 28 minutes  please help http://t.co/Fx9BIJlxAt
neutral,"@VirginAmerica Adds Pillows Instead of Lie-Flat Seats in First Class Arms Race 
http://t.co/SfjDuahx9Z by @skift"
neutral,"@SouthwestAir quick question - i bought wifi for my phone, do I have to buy it again on my tablet? I have 9 hours left on my trip"
neutral,"@JetBlue absolutely, my girlfriend and I will be Flight Booking Problems our Mexico flights in the next day or two, will send a Tweet when it's done!"
neutral,@JetBlue when I check in tomorrow morning for my flight on wens can I automatically add it to passbook?
neutral,@united or us air: http://t.co/Eis9hcNPrO
neutral,"@USAirways Eh, it happens. I think I'll survive. 😉 Thanks!"
neutral,@SouthwestAir I'm on the 110 lol has anyone arrived yet??
neutral,@JetBlue we are bringing 2 guitars. can we bring them as carry on?
neutral,"@JetBlue No, it's weird!! I picked other cities just to test, those worked...not the one I want. Works on phone though, so I'll use that."
neutral,"@AmericanAir ""Thank you for contacting American. The email address you have written to is an unmonitored account”"
neutral,@SouthwestAir will the Daytona 500 be available on free TV?
neutral,"@AmericanAir got a callback at 1 am, took care of it. thanks."
neutral,@SouthwestAir I have a few questions about flying with my Maltese puppy. Can you DM me?
neutral,@USAirways is there any way that you could hold flight 628 in CLT my husband is stuck in the security check line. flight scheduled for 1PM
neutral,@SouthwestAir please reply to my DM ♥️
neutral,@SouthwestAir 10 revenue flights since the beginning of 2015?
neutral,"@AmericanAir When Flight Booking Problems an int'l flight online, do I have to provide a passport number when Flight Booking Problems or just when I arrive at airport?"
neutral,"@JetBlue @courteroy LOLZ. ""On Fleek"""
neutral,@southwestair TREMENDOUS job. Atlanta Airport saw SW celebrate Mardi Gras. Another reason I'm nuts for you guys! http://t.co/8WBzOrRn3C
neutral,Oh yeah? RT @JetBlue: Our fleet's on fleek. http://t.co/FTv2NWWQF1”
neutral,“@VirginAmerica:You've met your match.Got status on another airline? Upgrade : http://t.co/H952rDKTqy” @asarco_ES_ar ? 🙉
neutral,@USAirways yes travel is complete flight 5095 from CLT to CAK Feb 18
neutral,@USAirways No worries I was able to read @stephenrodrick entire book while holding. #TheMagicalStranger
neutral,@USAirways How long does it take to receive ticket # from @AmericanAir for itin booked via http://t.co/79waJk7EyT on US flights?
neutral,@united it sucks not having the money to book a flight to see the love of my life. 2600 miles away.
neutral,@USAirways @OBJ_3 even airlines are scheming to get a follow from OBJ LMAOOO 😂😂😂😂
neutral,"@USAirways I'm referring to email like this.  Just tell people when they GET the upgrade. Otherwise, we know already. http://t.co/N8UvCLMADA"
neutral,@AmericanAir second pic from CDG?
neutral,@united please be good to me this weekend!
neutral,"@JetBlue and of course that was supposed to say Logan, not login"
neutral,"@JetBlue Thx for the pointer, but Im good with the big monitor.  Any advice on who I should pick to come our of the Western Conf (NBA)?"
neutral,@USAirways flight 1946 out of clt this morning.  It's snowing here.  Should i head out to the airport?
neutral,@united 618 was flight out of Houston
neutral,@JetBlue what are the chances of one of your flights leaving at 6am out of Newark nj being Cancelled Flightled tomorrow?
neutral,"@united I have such a love hate relationship with you. Some days you're good, the others you are so terribly awful its saddening"
neutral,@AmericanAir Dallas/Fort Worth flight number 5320
neutral,@SouthwestAir Thanks! I know the routes you currently have from Newark. I was just wondering if there was any new ones on the horizon
neutral,smh RT @JetBlue: Our fleet's on fleek. http://t.co/IRiXaIfJJX
neutral,@JetBlue and The from @WSJ Team to Offer In-#Flight Access to Journal ... - Digital Journal http://t.co/ucF0B0bQ8r
neutral,@JetBlue That's pretty nice. Are flight credits automatically given after the flight? I also wish there were a lounge I could sleep in.
neutral,@JetBlue also. My party { me and my sister and mom} are on three separate reservations. Will TSA lets us go through together or alone.
neutral,@JetBlue 1951 BOS to ORD
neutral,@SouthwestAir @love_dragonss AHHHH YES LAUREN
neutral,@united can you send a personal plane to get us out of school? It's icing and we don't want to get stuck here @ansleyhutson @emily_donneIIy
neutral,@AmericanAir @pbpinftworth iPhone 6 64GB (not 6 plus)
neutral,"@SouthwestAir Denver to Phoenix, I think we're finally getting ready to take off."
neutral,@JetBlue do bags still fly for free anymore?
neutral,@USAirways Yes. Confirmation number and all.
neutral,“@JetBlue: Our fleet's on fleek. http://t.co/PULp4i0w96” smh
neutral,@SouthwestAir Happily! But you need to follow me in order for me to DM you
neutral,"@JetBlue flight 1041 to Savannah, GA"
neutral,@AmericanAir you set a schedule try and keep it !!! #AAALWAYSLate Flight
neutral,@united so if this game was the one reason I payed for @DIRECTV is there something we could work out here? http://t.co/HQDTK6aTue
neutral,@JetBlue that's ok! It just sure seemed like it when JetBlue tweeted us back and asked us to send selfies of us watching.. Haha
neutral,@VirginAmerica LAX to EWR - Middle seat on a red eye. Such a noob maneuver. #sendambien #andchexmix
neutral,@SouthwestAir how can I get tickets for Feb 20 Imagine Dragons show?
neutral,"@SouthwestAir $192 rndtrp 4/30-5/5 ""@DJQ_KC: RT @djimpact: If you're trying to make travel reservations for Vegas on May 2nd it's too Late Flight"""
neutral,@united Hi! what is the phone number for reservations in Venezuela? Thanks
neutral,@USAirways @AmericanAir I'm in the #finalstretch to #chairman #execplat #mileagerun for 6k needed any suggestions? #letsgo!
neutral,@JetBlue how much for a trip to a warm island @SamChampion http://t.co/N3SUIip0VW
neutral,"@SouthwestAir okay thank you :), also I did get a tweet earlier about 1.5 hrs ago saying I won &amp; should send a DM but then it was deleted?"
neutral,"@united yes, a paper voucher that I got on January 26th 2015"
neutral,@AmericanAir anything in particular I should ask for.   Will they want me to document my mileage plus status!
neutral,@united Can you help me get a flight out tonight to Houston?Just don't want to be stuck here till Monday with all this bad weather moving in
neutral,@SouthwestAir I DM'd you
neutral,@USAirways I know this is probably a no but is there a way to get a cheaper airfare ticket if the flight is leaving in a few hours? 🙏
neutral,@USAirways please change direct flights from RIC to JFK instead of LGA. Pleeeeease! LGA is the pits.
neutral,@united I'm a UA 1k. I think it's @iamtedking who was looking for help
neutral,"@SouthwestAir In my letters to follow, I will be sure to include my Rewards Number, twitter handle, and email address."
neutral,@AmericanAir origin/destination/dates are the same. Going from US Airways connecting flight to AA direct flight. Award is saver level.
neutral,@AmericanAir Lost black wallet at #DallasAirport.I was on flight 2208 to CLE.Would appreciate ur help. Last I used it at @Starbucks on A20.
neutral,@SouthwestAir is service to Aruba being permanently discontinued in August?
neutral,@SouthwestAir lemme come to #DestinationDragons 😭😭😭 this university student could use a break from all these books.
neutral,@SouthwestAir No monkey business we luv SWA!! #mdw2mci #homeandreadyfornexttrip http://t.co/2xJvUn66ZZ
neutral,@JetBlue We're flight 1472 FFL to LGA. Scheduled departure 8:15p.
neutral,@SouthwestAir Just sent DM with confirmation number and passenger name on SWA 3104 MCO-&gt;CMH
neutral,"@JetBlue Have a cup coffee and relax while you check out the New Deals and Promotions at Avon, twice a month at Doug @dcoadavon"
neutral,"@united @HiltonWorldwide @Caravannyc @MaysvilleNYC 
Let's go! Join me on my first trip back to NYC…as a tourist: 
http://t.co/egaEjtRGLb"
neutral,@USAirways I found a flight I want on @CheapOair. Is my @AmericanAir AA Advantage # applicable to earn miles on it since you're merging?
neutral,"@AmericanAir Not here yet, but I plan on it. If you could have them fly low and slow right in front of me, that would be great. ;-)"
neutral,@USAirways can i please have someone call me 781 879 4505
neutral,@JetBlue  please start flying to Guyana soon
neutral,"@SouthwestAir better travel photos:
My Kindle e-book Easy Tips guide http://t.co/7dM2J8H97M:
http://t.co/xeDeckGMW5 http://t.co/frGhglMkqF"
neutral,@JetBlue I can't pay 30 bucks xD
neutral,@AmericanAir I bet they do! I'm sure they have some form of wear and tear on their skin. I hope they will survive the rest of the winter xxx
neutral,"@JetBlue sorry for my misunderstanding of the term, but what does that exactly mean?"
neutral,@united can you assist with current flight status for flt# 1016 out of DFW tomorrow at 6:55am?
neutral,@united @gg8929 Ladies and gents - United Airlines...
neutral,@United Airlines' CEO Jeff Smisek: Disloyal to Loyal Workers http://t.co/0cevY3P42b via @HuffPostBiz
neutral,@USAirways what is your policy around bringing a breast pump on board?
neutral,"@AmericanAir. Had my flight changed from US Airways to you, now I can't get two seats together. Can you help?"
neutral,"@SouthwestAir is now recruiting for Fall 15, Spring 16 Internships. 
2/23/15, 5- 6pm @JindalCMC Davidson Auditorium(1.118) #JSOM #UTDallas"
neutral,@JetBlue saving my sanity. Leaving it behind for sunshine. #escape #FL #bliss #travel #InDenial #WhatFrozenPipes http://t.co/6TtzEJV3hY
neutral,"@united how come it's cheaper to fly to BKK than NRT even though to get to BKK you take an extra flight, from NRT!"
neutral,@USAirways and if the flight is full?
neutral,@SouthwestAir @Imaginedragons any info on #DestinationDragons ?? me &amp; @sammi_jon3s need to know..
neutral,@SouthwestAir Just sent you a DM with the details.
neutral,@SouthwestAir Yes! How about #DestinationDragons in San Diego?!?
neutral,@USAirways absolutely
neutral,"@SouthwestAir @ClinicPolly 
Thank you-- I may have already responded but was 8UXZJ2"
neutral,"@United will not have to honor absurdly low mistake fares.
http://t.co/2Z3Jv73IlW vía @usatoday"
neutral,@AmericanAir did that yesterday. On the phone with them now
neutral,"@VirginAmerica Done, but I need the receipt ASAP. Could you please help? #150219-000114"
neutral,@SouthwestAir I'm following now
neutral,@JetBlue any concern about Cancelled Flightled flights due to the cold weather in NJ Saturday am? Do you Cancelled Flight at 0 degrees?
neutral,X__x RT @JetBlue: Our fleet's on fleek. http://t.co/xxppZo88j1
neutral,@USAirways Will you guys be offering no-fee changes for flights out of DCA tomorrow afternoon?
neutral,@united 757 N33103 taxies @bhx_official departing as UA26 to Newark Liberty Airport http://t.co/IALiCEH2FT
neutral,@SouthwestAir yes can do
neutral,"@SouthwestAir So that's what happens when your power level goes over 9,000... feet in the air."
neutral,@united please help! Left my iPad Air 2 on my flight from NYC to Paris yesterday and can’t get in touch with anyone locally. What to do?
neutral,@AmericanAir Do we get a class discount on your wifi? I will be flying your airlines at approx. 4 Am?
neutral,@united why are there no early morning flights from HNL to anywhere in the continental US? Example- Monday 4/20. Need flight to PHL
neutral,"@southwestair has 22 employees on Social Care Team, 4 staff the Listening Ctr. at any time-rest of spots filled by other areas. #RaganDisney"
neutral,@JetBlue will I be charged a fee to do so?
neutral,@united thanks for the info I already knew...
neutral,@SouthwestAir  how do you get one?
neutral,@USAirways Thanks for getting back to me. I called that number earlier but no option to leave vm and just rings with busy tone
neutral,"@SouthwestAir I had to travel to Savannah, GA, once again, on an airline I don't ""Luv"". When r u going to fly me to Savannah? Pleeeease!!!!"
neutral,@SouthwestAir Flight 3111 (N614SW) departs @MCO enroute to Indianapolis International Airport http://t.co/qefKFWZo7d
neutral,"“@USAirways: Reminder: From 2/28, we’ll be tweeting from @AmericanAir. You should join us: http://t.co/WBMHRl3bvl"
neutral,@AmericanAir yes I do I am traveling to Marsh Harbor
neutral,@united all set. Figured it out at the baggage office!
neutral,@united @UnitedFlyerHD @United_Airline N26902 Dreamliner leaves London Heathrow. @B787fans http://t.co/aI0Yzwt8Za
neutral,"@united yes, David Allan send an email with this number (KMM24999563V99860L0KM) and case#8719519"
neutral,@united yall should probably work on that.
neutral,@VirginAmerica Need to start flying to @KCIAirport .  😊😀😃😄
neutral,"@VirginAmerica @LadyGaga @CarrieUnderwood Sorry, Mary Martin had it first!"
neutral,@SouthwestAir trying to get to Mexico in September! How about affordable nonstop flights????
neutral,@JetBlue  anywhere... away from this snow globe to warmth sand and palm trees..
neutral,@SouthwestAir do you have any info about when #DestinationDragons winners will be announced? me &amp; my best friend are hoping to win. thanks!
neutral,@united flying out of STL Saturday where they are expecting ice &amp; snow. When should we start looking for travel waivers? Thanks!
neutral,@USAirways have scheduled flight Sat(2morrow) CHO-CLT CHO needs to be added to weather advisory.  Please evaluate asap.
neutral,@SouthwestAir can u get me on flt #3768 instead of #2522 rt now
neutral,@VirginAmerica please contact me about portfolio left on flight VX 27 from JFK to SFO tonite seat 7AM. Need it returned. Call 914-329-0185.
neutral,@USAirways any plans to support #ApplePay on board? I have the USAirways MC and it would be nice to still use it if I forget the card.
neutral,@united Left item n the seatback on UA1260. Is there any way to call DCA to ask if they have the item? Already submitted lost &amp; found report
neutral,@AmericanAir and then wanted to change it to BA for Avios.
neutral,@JetBlue I'm so ready to see N598JB n N775JB on my Island but on a weekend to capture it
neutral,@AmericanAir Please bring American Airlines to #BlackBerry10
neutral,@JetBlue everyone is overreacting. Keep up your swag!
neutral,@SouthwestAir how are flights looking for tomorrow morning from #Nashville (BNA) to Fort Lauderdale (FLL) ?!
neutral,"@united I need to get from Albuquerque, NM, USA, to Cebu, Philippines. I'm providing educational help for 800 kids. Can you help me?"
neutral,@JetBlue Re: Flight 8088 SXM&gt;JFK what time does bus leave hotel on Feb 22?  Mass confusion here.
neutral,@SouthwestAir can you speed up your flight from AZ to Omaha? I need to see muh boy ✈️
neutral,@JetBlue have a cpap machine for sleep apnea. Is this OK to carry on if I also have a small bag for clothes?
neutral,@united I live abroad and am Flight Booking Problems flights for when I come visit the states :(
neutral,@JetBlue don't know if u define that as a #ControllableIrregularity
neutral,@VirginAmerica Only thing I see on passbook is Virgin Mobile Mexico. How do I integrate?
neutral,@SouthwestAir Any way that I can get a receipt for a Cancelled Flightled portion of a roundtrip flight? Used the flight voucher just need receipt.
neutral,"@united I send you an urgent message via eservice@united.com.  BG0KWM   Narayanan. Please respond ASAP. Also, NO local United Tel # @ KUL"
neutral,@united 4 open seats in 1st class on UA 2065. Way to honor your upgrade policy for freq flyers and/or honor an employee with an upgrade.
neutral,@JetBlue hope so! looks nice and warm in San Juan 🌴
neutral,@AmericanAir do you guys have another flight for today that you can book me on from laguardia to louisville ky?
neutral,@USAirways do you know what flight the pilots for 1581 are coming in on? Thanks.
neutral,@united I am UA elite Gold and have a UA Chase pres. plus credit card.  How many EQM's do I need to get Platinum Elite!
neutral,"@united Hi, can you email me here so i can share the details? Thanks. frank@postsecret.com"
neutral,"@JetBlue ....you haven't got me just yet

Can a 1 way LAX-NYC cost me under 190?"
neutral,@united just called and did it. Should have earlier because I'm being sent to DCA first and THEN to pvd. We may rent a car instead.
neutral,@SouthwestAir Can you give me info on Flt 681 out of BDL? I see it's Cancelled Flightled.
neutral,"@VirginAmerica announced New Route to Austin w/fares from $39/way. 
http://t.co/gA8pbamu0C"
neutral,"@united After all I have been through on this trip, can you get me on another airline home?"
neutral,@JetBlue client is asking if kids need their own email addresses to get TB acct. Is this true?
neutral,@united no thank you
neutral,@USAirways How do I get a receipt for a change fee when I originally booked with miles?
neutral,@AmericanAir forgot to select my ksml on my flight to LA and it's a few minutes under the 24 hour mark. Is there any way to change it?
neutral,@VirginAmerica should use this in their next airline commercial lol :: http://t.co/pXEXIlSjBs
neutral,@SouthwestAir can you please DM me? I have a question for you :)
neutral,@VirginAmerica I was scheduled for SFO 2 DAL flight 714 today. Changed to 24th due weather. Looks like flight still on?
neutral,@united Yes. To Boston. I was going to Providence.
neutral,"@united they had snacks available, just no fresh food...not sure what happened, but I'm sure we will grab a bite before our SFO connection"
neutral,@United pre-dawn flight to #miami from #EWR. Annual #SOBEWFF trip. Now.
neutral,"@AmericanAir Hello ! I cannot register for my tomorrow flight from Paris to Las Vegas ""This feature is currently unavailable"" appears ?"
neutral,@united my partner and I booked individual reservations for same flight. I have Pr. Silver -- can he share my premier privileges somehow?
neutral,"See you in ATL! “@SouthwestAir: Congrats to our #DestinationDragons winners! Ready, Atlanta? http://t.co/AY1GIdcfa4 http://t.co/yC7V2s0iOd”"
neutral,@JetBlue Are all of your flights out of Charleston tomorrow on-time or is there a possibility for delays/Cancelled Flightlations?
neutral,@JetBlue will I be compensated for delays or Cancelled Flightlation?
neutral,@VirginAmerica I think i left something on the plane yesterday. who do i call...ah!
neutral,“@JetBlue: Our fleet's on fleek. http://t.co/XX5QSCjlL1” @BrandsSayingBae #Freberg15
neutral,@SouthwestAir My GF lost the promise ring I gave her on flight 2707 2/21/2015 SFO&gt;SNA. It's an infinity silver band ring. Please help!
neutral,@USAirways what happens to frequent flyer miles earned once merger is complete with AA?
neutral,@SouthwestAir how oh how do we get tickets! ?!
neutral,@JetBlue's new CEO seeks the right balance to please passengers and Wall ... - Times Colonist http://t.co/NzDXRvszWv
neutral,@USAirways Nice try.  Doesn't apply to Philly.
neutral,@united am I allowed to bring a duffle bag and back pack as my carry on and personal item? Flying out of NY
neutral,"@JetBlue That's right! :) Game, set, match."
neutral,@VirginAmerica nervous about my flight from DC to LAX getting Cancelled Flightled tomorrow! Just sent you a DM to help me!
neutral,@VirginAmerica Atlantic ploughs a lone furrow in the #MiddleEast http://t.co/vw4P4T4tLh @TheNationalUAE
neutral,@SouthwestAir @flightspots about time! #mobileboarding is a must!
neutral,@united Airlines is changing #mileageplus program March 1 http://t.co/4ojE523PTw
neutral,@JetBlue If you have well-priced flights to #Oahu - we could be best friends. @vincenzolandino
neutral,"@united got it, look forward to hearing from you soon"
neutral,👍👍✈️✈️💗 When are you guys going to start flying to Paris? @VirginAmerica: @LizaUtter You're welcome.”
neutral,@AmericanAir Your logo looks like 3D glasses.
neutral,@JetBlue do you do any discounts for volunteer firefighters?
neutral,"seriously, I want to work on the JetBlue social team RT @JetBlue: @vincenzolandino http://t.co/eiGaJyzcW2"
neutral,@united DM sent as requested. Make sure you follow back so you can DM me back. Thanks
neutral,@JetBlue Statement on #Lufthansa Incentive Offer - Stockhouse http://t.co/obF9jbPc6A
neutral,@jetblue that's cause we're TrueBlue! It's ur #love that keeps liftin' me #higherandhigher https://t.co/xGfS6tJTMo http://t.co/ixM3t5mIZc
neutral,"@USAirways btw, not upset at usaiways, promise."
neutral,@SouthwestAir damn weather messing up everything #serenitynow
neutral,@united if I have credit from a flight I Cancelled Flightled does the new flt have to be booked by 1 yr from orig purchase date or flown by that date?
neutral,@SouthwestAir to start 2xdaily #B737-700 flights from #OrangeCounty to #Portland OR on 8AUG #avgeek
neutral,@jetblue what good with the inflight WiFi?
neutral,@united please update what is going to happen to passengers now that flt ua14 has been Cancelled Flightled
neutral,"@JetBlue I'd like to spread my grandpa's ashes in Naples, Italy he lived in the 50's while serving his 30+ yrs in the @USNavy #FlyItForward"
neutral,"@VirginAmerica If you'd love to see more girls be inspired to become pilots, RT our free WOAW event March 2-8 at ABQ. http://t.co/rfXlV1kGDh"
neutral,@SouthwestAir when's the next deal going to happen a poor college student is trying to fly to Orlando instead of drive in August! Lol
neutral,@united Do miles earned with Explorer card count toward lifetime miles?
